,DaysToBloom,MedianLeafAngle,LeafAngleSDV,PoorStand?,PaniclesPerPlot,PanicleGrainWeight,EstimatedPlotYield,FlagLeafLength,FlagLeafWidth,ExtantLeafNumber,PlantHeight,ThirdLeafLength,ThirdLeafWidth,TillersPerPlant,StemDiameterLower,StemDiameterUpper,RachisLength,RachisDiameterLower,RachisDiameterUpper,PrimaryBranchNo,BranchInternodeLength
PI_552861,62.0,63.1,1.71,N,15.0,51.5,772.5,32.0,4.0,13.0,90.0,66.7,9.1,0.33,21.71,13.9,26.3,8.08,3.11,51.67,2.9
PI_534155,69.0,44.9,7.82,N,12.0,24.7,296.4,43.2,6.0,12.0,80.0,66.0,10.9,0.0,24.29,11.91,22.9,8.88,3.22,52.0,1.33
PI_564163,60.0,38.1,1.02,N,17.0,33.2,564.4000000000001,33.3,4.3,9.0,98.0,74.1,7.1,0.33,21.08,11.08,28.47,7.0,2.63,56.33,1.67
PI_642791,66.0,56.1,9.11,N,12.0,31.3,375.6,37.6,5.8,14.0,88.0,70.1,7.6,0.33,26.23,11.21,19.1,7.63,4.04,79.0,2.87
PI_564164,68.0,31.1,3.27,N,14.0,45.8,641.1999999999999,24.8,4.8,12.0,77.0,59.7,6.6,0.0,20.49,8.96,22.97,6.26,2.75,60.67,2.4
PI_656025,60.0,36.1,7.98,N,8.0,37.1,296.8,39.7,7.1,11.0,132.0,51.1,9.1,0.33,26.86,13.94,17.83,10.1,2.4,99.33,2.27
PI_17548,59.0,47.6,5.37,N,35.0,18.8,658.0,44.6,4.3,10.0,250.0,,,2.33,20.4,7.72,19.17,5.0,1.79,49.33,2.5300000000000002
PI_576345,65.0,45.5,4.5600000000000005,N,14.0,53.7,751.8,25.0,4.5,14.0,128.0,57.3,7.4,0.67,23.02,11.37,13.67,8.69,3.48,46.33,1.63
PI_576380,69.0,34.55,2.5,N,8.0,78.8,630.4,38.5,6.5,15.0,121.0,60.3,8.5,0.33,29.32,13.02,13.77,6.95,4.49,63.33,1.4
PI_576364,58.0,65.9,10.7,N,22.0,24.0,528.0,28.5,5.5,7.0,110.0,56.2,7.5,2.0,20.35,8.81,13.2,4.83,2.48,55.67,2.67
PI_533985,64.0,63.2,11.92,N,21.0,51.9,1089.8999999999999,40.5,6.0,11.0,95.0,60.5,6.9,1.33,21.97,10.62,21.33,6.96,2.59,50.33,1.57
PI_564163,56.0,30.0,2.31,N,,47.5,,36.5,4.5,11.0,112.0,67.8,5.9,0.33,19.34,9.8,28.1,6.61,2.44,58.67,3.17
PI_533954,,42.3,7.84,N,18.0,10.9,196.2,38.5,5.0,12.0,100.0,57.0,7.5,0.0,18.76,10.13,14.67,8.3,4.5600000000000005,61.67,1.13
PI_659696,63.0,42.4,8.19,N,19.0,53.7,1020.3,37.8,3.8,11.0,136.0,68.5,7.0,0.67,17.51,10.12,12.33,7.48,5.41,48.67,1.7000000000000002
PI_533965,69.0,49.1,3.53,N,46.0,36.0,1656.0,49.5,5.6,14.0,83.0,74.0,8.5,1.33,26.2,10.08,15.4,6.46,2.76,51.67,1.4
PI_533903,66.0,31.9,4.44,N,14.0,27.9,390.6,44.0,7.0,6.0,80.0,65.0,8.0,1.67,26.53,12.95,28.43,7.78,2.42,60.67,2.97
PI_576130,73.0,49.9,12.24,N,18.0,41.1,739.8,40.6,5.7,16.0,253.0,67.0,7.5,0.67,21.92,12.31,19.47,8.48,3.37,76.0,1.97
PI_576350,50.0,68.6,,Y,22.0,,,42.6,4.8,9.0,62.0,56.0,5.5,24.0,13.54,6.65,35.8,4.84,1.51,92.0,5.2
PI_656060,64.0,48.6,9.71,N,12.0,44.0,528.0,37.0,4.3,9.0,89.0,68.0,6.5,0.33,20.62,9.96,16.37,6.91,2.81,58.0,1.27
PI_629040,59.0,44.35,1.75,Y,10.0,,,35.4,4.6,13.0,71.0,64.0,6.0,,,,36.15,8.64,2.52,73.5,3.0
PI_564163,59.0,42.5,3.34,N,13.0,54.2,704.6,31.1,3.9,9.0,75.0,79.5,7.8,0.33,23.06,10.79,25.93,6.41,3.0,63.0,2.6
PI_656076,66.0,42.3,3.8,N,17.0,50.8,863.5999999999999,45.0,6.3,12.0,100.0,71.0,8.5,0.0,21.44,13.08,13.2,7.96,3.23,57.67,1.63
PI_276837,62.0,50.5,5.77,N,22.0,24.0,528.0,30.0,3.2,9.0,160.0,57.5,5.5,2.0,21.23,8.52,16.7,5.69,2.81,36.33,3.27
PI_533876,,,,Y,12.0,,,,,10.0,270.0,71.0,9.0,0.0,24.36,12.39,13.97,7.88,2.36,99.0,0.93
PI_534115,63.0,60.5,12.71,N,12.0,63.5,762.0,41.3,6.3,11.0,97.0,67.0,8.5,0.33,22.96,14.09,14.4,8.66,2.61,67.0,1.37
PI_542406,84.0,38.6,6.94,N,33.0,5.5,181.5,48.8,7.1,13.0,153.0,60.0,6.0,6.0,15.97,6.82,22.43,4.19,0.89,61.0,2.17
PI_597952,64.0,55.6,3.47,N,21.0,40.7,854.7,44.4,4.0,11.0,73.0,76.4,7.9,1.0,25.98,10.29,26.03,8.09,1.78,85.0,1.23
PI_576373,63.0,63.8,5.54,N,20.0,44.3,886.0,32.2,3.6,12.0,90.0,63.0,6.0,0.0,20.56,9.45,17.6,6.07,1.56,49.67,1.13
PI_609456,87.0,27.8,7.19,N,26.0,6.5,169.0,,,11.0,283.0,58.6,6.4,2.33,20.77,6.7,27.2,4.41,1.42,76.33,0.63
PI_597945,76.0,46.0,,Y,6.0,,,39.5,4.5,8.0,76.0,59.5,6.4,3.0,24.6,11.01,,,,,
PI_655999,63.0,49.3,2.5300000000000002,N,65.0,3.1,201.5,57.5,3.8,7.0,162.0,59.1,2.9,5.33,11.21,3.75,15.0,2.37,1.07,32.0,2.77
PI_533937,59.0,64.7,6.55,N,10.0,31.5,315.0,37.0,6.4,10.0,80.0,54.0,6.0,0.0,22.06,10.31,21.27,6.26,2.51,49.67,2.4
PI_533810,71.0,41.4,3.33,N,14.0,23.4,327.59999999999997,48.0,7.1,11.0,77.0,69.9,9.8,0.0,29.61,13.76,17.57,10.31,3.71,110.33,1.2
PI_656071,69.0,65.2,5.52,Y,10.0,78.7,787.0,38.0,6.9,15.0,97.0,70.8,9.0,0.33,30.49,15.24,6.37,10.48,7.68,49.33,3.1
PI_656005,62.0,44.1,3.14,N,17.0,44.8,761.5999999999999,43.0,4.5,10.0,77.0,66.9,7.3,1.67,22.92,10.56,22.97,6.03,2.48,44.0,3.1
PI_655993,63.0,45.2,3.79,N,17.0,26.1,443.70000000000005,39.7,4.5,11.0,82.0,75.5,6.7,0.33,24.58,9.57,21.95,6.04,2.17,40.5,3.0
PI_534108,63.0,50.0,18.73,N,18.0,61.3,1103.3999999999999,43.5,5.5,13.0,103.0,56.1,7.3,2.33,23.28,12.35,12.63,7.57,3.73,52.0,2.43
PI_533878,66.0,62.4,6.85,N,,34.8,,45.5,6.0,12.0,119.0,,,,,,,,,,
PI_561072,68.0,43.6,5.03,Y,5.0,,,50.0,8.0,12.0,91.0,77.4,9.3,0.33,30.28,13.17,23.77,10.51,3.41,57.33,2.33
PI_533911,62.0,69.4,3.7,Y,10.0,,,32.5,5.6,9.0,68.0,57.1,9.1,1.67,32.29,13.64,25.63,10.92,3.81,62.67,3.9
PI_576359,67.0,,,Y,3.0,,,27.8,3.8,,,42.3,5.1,0.0,21.91,10.43,14.6,5.5,2.91,44.0,2.4
PI_533814,72.0,39.6,3.97,N,7.0,,,24.4,4.2,16.0,66.0,65.0,7.0,0.0,28.14,13.64,13.83,8.27,3.77,133.33,1.1
PI_595743,73.0,37.3,3.67,N,18.0,10.2,183.6,41.8,3.8,15.0,82.0,74.0,7.0,0.0,25.5,7.49,27.67,4.51,1.77,58.33,2.3
PI_564163,59.0,35.4,6.53,N,11.0,66.6,732.5999999999999,38.0,4.9,14.0,108.0,72.0,6.5,0.33,23.13,11.53,27.2,7.53,3.09,61.0,1.9
PI_533839,66.0,42.4,4.35,N,22.0,4.2,92.4,46.0,3.8,10.0,130.0,37.0,5.0,4.33,17.31,6.28,25.57,3.11,1.65,52.0,3.37
PI_656003,64.0,34.2,2.0,N,26.0,29.8,774.8,36.0,3.7,12.0,123.0,53.5,5.5,1.33,20.08,8.1,24.97,4.95,2.22,64.0,1.43
PI_656080,63.0,62.650000000000006,5.09,N,20.0,30.1,602.0,30.0,4.5,11.0,139.0,57.0,6.5,1.33,16.16,8.99,26.97,5.15,1.35,40.0,3.77
PI_655995,69.0,47.6,8.45,N,31.0,16.3,505.3,52.5,7.0,8.0,206.0,61.0,9.0,1.33,23.51,10.79,6.13,5.93,2.5300000000000002,54.0,23.73
PI_576437,63.0,71.8,15.63,N,40.0,21.6,864.0,38.0,3.9,13.0,177.0,48.0,6.0,1.67,18.96,7.29,33.43,4.5,1.69,49.0,2.67
PI_533938,55.0,44.2,7.25,N,22.0,45.5,1001.0,46.0,6.0,13.0,190.0,56.0,6.5,1.67,21.67,10.69,22.27,7.54,2.41,67.33,1.7000000000000002
PI_656095,56.0,46.8,5.81,N,17.0,66.1,1123.6999999999998,47.8,4.6,11.0,120.0,81.0,7.5,0.0,20.87,14.86,30.07,10.58,3.9,136.0,2.47
PI_534117,56.0,44.5,1.31,N,13.0,8.5,110.5,39.0,5.5,9.0,80.0,51.0,6.4,1.67,27.17,14.11,14.17,8.31,2.44,53.0,2.5
PI_656009,65.0,40.5,4.73,N,13.0,44.3,575.9,40.8,6.3,11.0,82.0,60.5,6.1,0.33,21.37,10.23,18.23,6.98,2.77,55.33,1.6
PI_656079,63.0,36.2,2.64,N,20.0,29.0,580.0,45.3,3.6,10.0,78.0,80.0,6.5,1.0,20.94,8.4,46.63,5.12,1.85,76.67,4.7
PI_656117,72.0,50.8,12.6,Y,5.0,,,,,14.0,85.0,74.0,7.5,1.5,37.27,11.98,11.1,10.57,5.15,38.0,1.25
PI_656041,73.0,31.8,1.78,Y,,,,,,,,,,,,,,,,,
PI_534021,76.0,39.6,3.66,N,18.0,27.0,486.0,43.5,4.4,14.0,80.0,69.3,7.1,1.67,23.27,10.57,20.8,7.36,1.65,84.0,1.23
PI_656004,64.0,51.75,11.9,N,17.0,39.9,678.3,25.5,3.0,10.0,92.0,82.5,6.9,2.0,24.57,10.81,25.27,7.27,2.17,76.33,0.87
PI_564163,59.0,33.7,6.06,N,16.0,54.4,870.4,40.0,5.4,10.0,102.0,80.3,7.8,0.0,18.28,10.71,26.8,6.74,2.66,53.33,2.37
PI_576340,65.0,54.0,11.24,N,11.0,43.8,481.79999999999995,33.0,4.6,10.0,125.0,60.2,8.6,0.33,24.25,9.18,23.67,5.71,2.12,50.0,1.8
PI_533830,55.0,44.8,6.14,N,17.0,21.3,362.1,26.5,3.4,9.0,53.0,56.6,5.1,0.33,24.95,11.61,11.83,7.26,3.38,62.67,1.83
PI_656010,63.0,68.6,10.79,N,18.0,36.7,660.6,39.5,5.2,11.0,82.0,62.8,7.6,0.67,22.14,10.67,22.6,7.54,2.69,74.0,2.17
PI_576366,52.0,56.7,7.36,N,18.0,14.8,266.40000000000003,34.0,5.5,9.0,60.0,52.2,6.0,0.0,14.74,9.7,17.73,7.65,2.57,71.67,1.47
PI_597968,57.0,46.0,14.87,N,17.0,50.4,856.8,40.0,4.6,11.0,72.0,72.6,7.1,0.67,22.91,9.44,30.17,6.6,2.39,65.0,3.0
PI_656108,56.0,42.4,9.26,N,15.0,21.3,319.5,31.0,4.6,12.0,106.0,50.1,6.3,0.0,15.39,9.78,10.57,7.43,3.53,87.67,1.0
PI_564163,60.0,21.8,2.47,N,16.0,59.1,945.6,31.2,3.5,12.0,109.0,71.2,7.7,0.0,19.59,9.05,25.43,5.7,1.99,50.67,1.73
PI_564163,60.0,17.6,6.09,N,15.0,36.9,553.5,33.5,4.6,11.0,103.0,72.9,6.4,0.67,21.1,10.73,30.97,6.34,1.43,57.33,2.97
PI_597971,60.0,48.9,5.14,N,14.0,47.5,665.0,28.0,5.0,10.0,81.0,60.6,7.9,0.33,24.35,11.51,19.97,6.62,1.72,80.0,2.03
PI_564163,62.0,40.2,5.72,N,15.0,65.1,976.4999999999999,28.0,3.6,12.0,113.0,67.8,6.7,0.33,18.85,9.92,28.17,6.42,2.5,61.0,1.73
PI_533869,63.0,51.3,6.5,N,37.0,25.8,954.6,37.5,5.7,12.0,98.0,64.3,7.4,3.0,17.99,9.0,21.9,6.27,3.18,34.0,2.9
PI_656052,59.0,48.3,4.87,N,19.0,50.4,957.6,53.5,5.2,11.0,70.0,71.0,6.5,1.33,24.0,10.26,24.07,6.95,1.63,55.67,1.37
PI_565121,67.0,44.6,8.88,N,,90.2,,40.0,6.6,12.0,112.0,68.0,8.0,0.67,26.84,12.32,19.97,8.22,3.62,71.67,2.4
PI_656002,67.0,43.6,5.83,N,10.0,68.5,685.0,28.2,4.5,12.0,77.0,70.0,7.0,0.0,19.33,8.65,20.73,6.09,3.44,59.67,2.07
PI_656001,69.0,45.2,5.98,N,14.0,58.7,821.8,34.1,6.0,12.0,93.0,72.0,8.5,0.0,23.31,11.6,16.17,7.42,3.65,59.0,2.33
PI_659691,76.0,31.4,4.74,Y,22.0,,,79.7,7.8,14.0,108.0,79.0,7.5,3.33,29.15,10.25,23.75,9.59,4.78,80.5,0.85
PI_534046,58.0,51.8,10.2,Y,17.0,,,43.0,4.2,11.0,60.0,67.0,5.5,4.33,24.2,10.5,29.27,7.97,2.47,50.0,4.7
PI_533998,58.0,55.1,,Y,18.0,,,51.1,5.3,13.0,112.0,63.0,5.5,3.0,20.96,8.57,10.57,6.03,4.54,25.33,4.43
PI_34911,76.0,49.349999999999994,1.9500000000000002,Y,11.0,,,61.0,7.5,12.0,150.0,53.5,6.0,2.67,28.17,12.0,17.77,8.59,3.66,56.0,2.1
PI_659695,64.0,44.7,7.43,N,19.0,25.3,480.7,41.2,4.3,12.0,108.0,58.5,6.3,1.33,25.85,11.42,25.27,7.84,3.2,56.67,2.33
PI_533845,65.0,59.0,2.99,N,18.0,11.8,212.4,27.0,4.2,14.0,113.0,52.0,5.0,1.67,23.11,10.5,22.4,6.53,2.8,87.0,2.63
PI_533970,63.0,50.0,4.72,N,22.0,50.0,1100.0,34.5,5.6,13.0,82.0,56.5,6.5,1.67,24.04,11.35,9.07,7.9,5.5,45.0,1.73
PI_576386,78.0,,,Y,5.0,,,57.8,4.2,12.0,113.0,60.0,6.5,,,,27.3,5.34,2.8,63.0,2.4
PI_533924,66.0,45.1,7.76,Y,12.0,,,36.3,5.4,9.0,68.0,51.0,7.5,3.0,29.28,13.42,21.43,8.01,2.83,51.67,2.47
PI_564163,63.0,44.7,10.35,N,18.0,59.8,1076.3999999999999,36.5,5.0,12.0,128.0,66.5,7.0,0.0,17.93,7.76,25.03,5.44,1.98,51.0,1.37
PI_656011,75.0,39.0,5.95,N,10.0,,,49.9,6.9,13.0,112.0,84.0,7.5,1.0,28.64,11.53,25.67,8.25,1.76,49.0,2.13
PI_533807,73.0,37.4,3.1,Y,,,,,,,,78.0,7.5,1.33,30.62,12.15,14.57,8.78,1.86,71.67,1.13
PI_533912,48.0,67.3,10.5,N,23.0,17.7,407.1,25.8,3.7,7.0,100.0,,,2.0,16.29,8.36,17.63,7.04,2.46,39.0,2.13
PI_561073,71.0,44.25,13.13,N,11.0,,,40.5,5.1,17.0,120.0,60.2,8.6,3.0,30.47,12.81,20.37,8.73,2.83,31.67,3.5
PI_656085,50.0,40.3,7.6,N,21.0,19.7,413.7,40.1,5.5,5.0,77.0,58.3,7.3,1.33,18.23,8.6,13.5,6.06,1.9500000000000002,53.0,0.97
PI_534053,66.0,45.0,8.45,N,27.0,21.3,575.1,41.0,4.3,10.0,88.0,56.0,6.2,0.67,18.93,8.73,18.3,5.35,1.52,55.67,1.23
PI_534101,61.0,36.4,3.64,N,26.0,47.0,1222.0,38.1,4.5,11.0,81.0,57.6,6.2,0.0,17.75,10.7,22.97,7.49,1.91,55.33,1.53
PI_597949,71.0,46.9,11.42,N,22.0,8.2,180.39999999999998,32.0,4.5,11.0,120.0,69.1,5.7,0.67,24.3,10.8,14.63,8.31,3.82,56.0,3.77
PI_533856,70.0,37.1,8.2,N,12.0,45.7,548.4000000000001,51.8,6.6,12.0,83.0,72.4,8.4,0.0,18.03,10.37,17.73,7.79,2.24,81.67,1.07
PI_533955,59.0,48.7,4.9,N,15.0,41.9,628.5,45.5,4.4,12.0,72.0,62.3,7.4,0.0,25.27,10.71,24.33,6.88,3.77,52.67,2.27
PI_576425,63.0,52.1,2.52,N,12.0,40.1,481.20000000000005,37.0,4.7,13.0,84.0,56.6,6.8,0.0,24.95,13.55,22.77,9.72,3.04,93.0,2.0
PI_533961,63.0,44.0,4.06,N,,65.3,,43.5,5.5,9.0,80.0,59.3,8.1,0.67,22.35,12.2,8.83,9.93,7.08,57.0,2.17
PI_656058,64.0,51.5,6.87,N,12.0,70.9,850.8,40.5,5.5,9.0,78.0,71.7,7.1,0.33,17.9,8.68,23.3,5.94,2.37,59.67,2.37
PI_533943,64.0,45.349999999999994,0.05,Y,3.0,,,36.0,3.6,12.0,75.0,51.3,8.8,0.0,37.49,18.38,22.95,15.07,3.81,158.0,1.45
PI_595714,63.0,50.6,7.8,Y,10.0,,,44.0,6.0,10.0,75.0,63.0,7.6,0.33,23.27,12.37,18.97,10.56,3.63,63.33,2.23
PI_655978,65.0,37.7,,Y,6.0,,,39.4,3.5,12.0,87.0,80.1,7.1,1.0,24.14,12.74,27.8,8.26,3.91,57.0,2.1
PI_564165,72.0,29.2,2.24,N,8.0,39.8,318.4,36.8,5.3,12.0,92.0,50.5,7.0,0.33,29.06,11.42,16.83,7.09,3.16,46.67,1.43
PI_656107,71.0,45.8,4.1,Y,11.0,,,38.5,6.2,13.0,140.0,77.0,10.0,1.67,27.98,13.14,20.87,10.31,3.3,46.33,1.33
PI_533758,67.0,43.9,5.06,N,10.0,38.7,387.0,41.0,5.6,11.0,100.0,76.0,8.5,2.33,25.84,13.97,17.27,9.22,2.66,47.33,3.03
PI_533776,59.0,47.5,2.84,N,12.0,21.7,260.4,24.3,2.7,9.0,142.0,66.5,6.0,2.67,25.87,15.29,26.3,11.45,3.59,126.67,1.67
PI_576348,66.0,44.9,4.28,N,30.0,4.0,120.0,53.0,4.4,10.0,112.0,63.0,5.0,7.0,17.81,6.41,28.93,3.89,1.62,25.33,4.17
PI_595740,72.0,39.3,7.63,N,16.0,36.3,580.8,33.0,4.7,17.0,82.0,61.0,7.5,0.67,22.31,10.2,9.37,6.93,3.41,38.33,2.3
PI_533759,55.0,50.3,6.61,N,25.0,36.8,919.9999999999999,41.2,5.1,12.0,70.0,67.0,7.5,1.0,22.22,10.07,20.77,6.55,2.25,63.67,2.03
PI_656018,65.0,50.9,6.9,N,17.0,39.6,673.2,50.7,6.5,12.0,88.0,83.5,8.0,0.0,24.66,12.6,19.07,7.03,2.35,57.0,2.0
PI_534144,67.0,63.1,12.2,N,17.0,21.5,365.5,31.0,4.5,11.0,190.0,45.5,7.0,0.33,16.54,9.35,7.07,5.86,2.34,48.0,0.77
PI_595720,56.0,39.0,2.77,N,24.0,44.3,1063.1999999999998,46.3,5.0,11.0,65.0,57.0,5.5,0.33,21.36,11.9,21.03,7.78,2.16,60.0,1.3
PI_607931,,,,Y,17.0,,,,,,,,,,,,,,,,
PI_564163,57.0,36.8,5.72,N,16.0,51.8,828.8,49.5,5.3,10.0,91.0,64.5,6.1,1.0,23.23,11.44,25.7,6.96,3.16,61.0,2.5
PI_655981,66.0,58.6,5.8,N,32.0,60.3,1929.6,50.5,4.6,12.0,290.0,51.0,5.2,1.33,22.39,8.67,31.9,6.25,2.08,65.67,1.4
PI_656075,71.0,45.4,4.0,N,15.0,43.0,645.0,37.6,5.1,14.0,109.0,64.0,7.3,0.67,28.67,9.72,18.0,7.37,2.16,46.67,1.47
PI_656020,59.0,47.3,7.24,Y,19.0,30.5,579.5,60.0,7.2,10.0,65.0,71.5,8.0,0.67,24.64,11.49,16.5,8.0,2.92,41.5,3.4
PI_533901,,58.7,,Y,,,,,,,,63.0,7.5,1.5,29.78,12.17,16.45,8.5,3.71,62.5,1.05
PI_564163,59.0,36.4,6.92,N,16.0,47.4,758.4,35.0,4.2,13.0,96.0,73.2,6.7,0.0,20.75,10.05,28.43,6.81,2.16,62.0,2.9
PI_642992,66.0,51.6,2.25,N,12.0,47.6,571.2,32.5,4.3,17.0,280.0,,,0.33,21.01,9.84,19.45,5.86,2.16,58.0,1.5
PI_533919,64.0,48.2,6.51,N,,19.5,,59.0,5.5,9.0,88.0,70.7,6.8,0.67,26.37,13.19,32.03,8.09,3.64,86.0,2.93
PI_656086,65.0,54.8,6.19,N,15.0,91.7,1375.5,38.5,5.6,12.0,83.0,67.9,9.6,0.0,24.13,8.4,19.4,5.5,2.32,55.67,1.57
PI_585295,,,,Y,,,,30.0,3.6,8.0,108.0,,,,,,,,,,
PI_656089,53.0,42.4,4.84,N,20.0,24.2,484.0,29.7,3.2,10.0,173.0,43.8,5.6,0.0,15.57,8.28,5.17,5.2,3.34,74.0,0.7
PI_533921,60.0,59.7,4.63,N,15.0,46.3,694.5,28.0,5.0,13.0,142.0,67.1,8.4,1.67,18.2,11.39,8.93,7.39,3.7,75.67,0.8
PI_656068,68.0,37.1,7.72,N,15.0,41.1,616.5,32.0,6.0,12.0,70.0,67.9,7.9,0.67,25.05,12.47,19.87,7.62,4.04,57.33,2.33
PI_534137,63.0,61.6,6.08,N,18.0,57.1,1027.8,22.5,3.5,10.0,111.0,64.8,7.6,2.0,20.53,8.8,16.4,6.55,3.11,38.33,2.97
PI_656083,,,,Y,,,,,,,,,,,,,,,,,
PI_564163,63.0,46.2,7.79,N,9.0,72.5,652.5,38.0,5.2,13.0,98.0,71.2,7.0,0.0,22.26,10.32,29.73,6.58,2.56,58.33,2.0
PI_533986,60.0,39.3,7.84,N,18.0,63.9,1150.2,50.5,4.5,9.0,117.0,73.6,8.6,0.33,21.34,11.35,26.17,8.36,1.54,66.0,2.93
PI_656069,77.0,36.5,9.95,N,9.0,39.5,355.5,32.3,5.1,11.0,73.0,65.2,8.6,0.0,27.99,9.79,17.43,8.23,4.17,75.67,1.97
PI_533939,60.0,39.2,2.81,N,25.0,38.3,957.4999999999999,32.0,4.6,9.0,172.0,52.1,6.9,1.0,16.86,11.55,20.63,7.81,1.32,49.0,1.4
PI_656017,86.0,28.9,4.28,N,15.0,20.7,310.5,,,18.0,135.0,47.0,5.5,0.67,29.77,10.83,11.85,6.04,1.52,78.0,1.05
PI_576375,64.0,48.0,8.13,N,12.0,62.7,752.4000000000001,49.1,6.0,12.0,108.0,67.0,7.5,0.33,27.05,12.96,26.17,8.37,4.05,81.33,3.47
PI_656097,77.0,34.45,5.65,Y,2.0,,,41.8,8.0,13.0,95.0,59.0,9.0,0.0,30.59,16.87,19.1,11.3,4.02,133.5,1.05
PI_655997,64.0,57.9,7.58,N,14.0,41.9,586.6,22.7,2.8,10.0,61.0,53.0,6.5,0.0,24.38,9.23,18.47,5.7,1.51,42.0,1.53
PI_533949,52.0,47.9,7.02,N,18.0,31.8,572.4,50.6,6.5,7.0,75.0,70.0,6.5,0.33,23.49,10.11,18.1,6.93,3.26,52.33,2.4
PI_574455,71.0,37.1,4.29,Y,7.0,,,38.1,6.6,12.0,72.0,70.0,8.5,1.0,34.08,11.99,26.2,8.72,1.85,65.33,3.03
PI_656087,53.0,52.6,7.7,N,16.0,37.4,598.4,35.0,6.0,9.0,80.0,51.0,6.0,1.0,17.3,11.58,31.2,6.85,1.29,53.0,2.03
PI_533794,64.0,42.6,7.33,N,11.0,66.1,727.0999999999999,52.0,7.0,15.0,83.0,69.5,7.5,0.67,24.36,11.31,21.07,6.67,1.91,63.67,1.9300000000000002
PI_533997,56.0,37.6,2.57,N,29.0,40.0,1160.0,39.3,4.7,9.0,122.0,56.0,6.8,1.0,18.69,10.95,7.4,8.2,3.64,59.0,2.6
PI_534163,64.0,42.4,2.85,N,16.0,20.2,323.2,20.8,3.7,15.0,73.0,49.5,6.5,0.0,23.85,8.55,17.6,5.87,3.72,52.67,2.37
PI_651496,75.0,34.1,4.84,N,13.0,,,36.4,5.5,16.0,262.0,42.0,6.0,1.67,20.45,8.03,23.7,6.04,2.55,45.0,2.23
PI_564163,63.0,38.2,4.08,N,13.0,56.0,728.0,28.5,3.6,11.0,90.0,75.5,7.0,1.33,23.06,10.03,28.55,7.76,3.35,61.0,2.5
PI_655975,64.0,42.900000000000006,4.08,N,15.0,29.8,447.0,56.5,6.0,13.0,83.0,72.0,8.0,2.0,26.02,11.61,19.73,6.36,2.34,40.67,3.63
PI_656044,74.0,36.5,4.97,N,5.0,,,45.5,8.0,12.0,110.0,69.0,10.7,0.0,28.66,15.07,22.3,9.94,2.22,71.0,1.97
PI_542718,65.0,53.0,,Y,7.0,48.9,342.3,35.5,4.5,11.0,70.0,61.5,7.1,5.0,28.63,13.76,28.8,9.84,2.12,69.0,2.3
PI_659693,,,,Y,,,,32.5,5.5,11.0,72.0,57.0,6.5,0.67,24.72,10.9,14.9,7.86,4.15,51.67,4.17
PI_534138,75.0,38.4,,Y,6.0,,,26.7,3.4,14.0,82.0,68.0,6.2,5.0,28.25,11.37,24.9,8.2,0.93,73.0,1.7000000000000002
PI_564163,59.0,48.0,5.61,N,14.0,47.7,667.8,39.5,4.5,14.0,98.0,65.0,7.0,0.33,18.98,8.88,27.27,6.35,0.9,60.0,2.37
PI_533785,62.0,42.9,2.64,N,19.0,24.9,473.1,39.6,5.0,11.0,95.0,72.0,6.8,0.0,21.72,9.44,44.93,5.36,0.81,93.0,2.77
PI_534135,76.0,27.1,4.67,N,13.0,11.7,152.1,40.9,4.9,16.0,62.0,65.0,6.3,0.0,29.01,10.15,17.57,7.65,2.81,72.0,3.03
PI_656071,72.0,62.1,9.29,N,11.0,82.3,905.3,32.5,6.6,15.0,122.0,63.0,8.0,0.0,28.75,13.13,8.7,11.54,4.48,55.5,2.15
PI_656046,63.0,45.3,6.73,N,8.0,71.5,572.0,49.5,7.0,13.0,121.0,67.0,8.0,0.0,24.81,13.79,14.83,11.12,3.68,123.0,2.03
PI_564163,63.0,49.2,7.59,N,10.0,47.8,478.0,38.0,5.0,12.0,110.0,74.5,7.5,0.0,21.41,10.09,28.77,6.63,2.44,59.67,1.8
PI_564163,,,,Y,,,,,,,,,,,,,,,,,
PI_533810,,,,Y,,,,,,,,,,,,,,,,,
PI_642793,67.0,34.8,9.4,N,14.0,33.0,462.0,38.8,6.9,13.0,85.0,59.0,7.6,0.33,23.15,11.26,18.27,7.44,2.45,50.0,2.07
PI_533943,66.0,50.7,5.2,N,8.0,29.6,236.8,31.0,3.6,15.0,92.0,51.0,7.0,0.33,24.14,12.73,25.0,9.52,0.83,143.33,2.4
PI_656070,76.0,41.5,7.68,N,12.0,23.1,277.20000000000005,34.0,5.4,15.0,81.0,75.5,7.8,0.33,25.41,10.13,13.2,7.65,3.8,64.0,3.33
PI_564165,75.0,36.7,8.15,N,4.0,33.3,133.2,36.8,6.0,14.0,97.0,55.5,6.5,0.33,29.01,12.01,17.4,6.25,3.47,36.67,1.53
PI_564163,63.0,42.3,6.45,N,13.0,58.4,759.2,30.2,4.5,11.0,110.0,76.0,8.0,0.67,23.53,11.56,31.8,7.89,1.35,65.33,2.07
PI_533758,64.0,42.1,4.78,N,18.0,30.2,543.6,40.5,6.5,10.0,100.0,58.0,7.3,0.0,21.07,10.64,21.17,7.65,1.86,49.0,2.4
PI_659696,65.0,39.9,2.62,N,14.0,33.2,464.80000000000007,31.5,5.7,12.0,128.0,52.0,6.7,0.0,18.19,10.44,10.9,9.33,6.31,48.0,1.25
